sampleID,visitDate,TN,TP,disNH4,disNO3,disPO4,TDN,TDP,locName,Pool Volume (cu ft)_x,samp_type,notes,samp_notes,y,x,Total_Mean_TP,Total_Mean_TN,Total_Mean_disNH4,Total_Mean_disNO3,Total_Mean_disPO4,Visit_Mean_TP,Visit_Mean_TN,Visit_Mean_disNH4,Visit_Mean_disNO3,Visit_Mean_disPO4,Wetland_ID,Max Depth  (ft),Slope Range,Bottom Deviation of wetland,Pool Volume (cu ft)_y,Season,Crop_Season,Defined_Season
W03582,2023-04-18,0.79,0.09,0.02,0.1128,0.01,,,Wetland Pool 18,19452.0,sample,,,41.02375833,-83.69006833,0.0998,1.4082,0.0577,0.0863,0.0225,0.09,0.79,0.02,0.1128,0.01,P-18,2.0,12:1 to 19:1,774.8,19452.0,Spring,Non_Crop_Season,Season_4
W02752,2022-11-01,5.231225,0.642,0.02,0.1811,0.01,,,Wetland Pool 19,11124.0,sample,,Red and green algae. Not deep enough for proDSS,41.02320167,-83.69009833,0.1766,2.0481,0.0924,0.0893,0.0105,0.642,5.2312,0.02,0.1811,0.01,P-19,1.5,14:1 to 36:1,775.6,11124.0,Autumn,Non_Crop_Season,Season_4
W02642,2022-08-18,0.911942,0.029,0.02,0.05,0.01,,,Wetland Pool 19,11124.0,sample,,,41.02322667,-83.690055,0.1766,2.0481,0.0924,0.0893,0.0105,0.029,0.9119,0.02,0.05,0.01,P-19,1.5,14:1 to 36:1,775.6,11124.0,Summer,Crop_Season,Season_3
W02518,2022-07-14,2.587,0.083,0.02,0.05,0.01,,,Wetland Pool 19,11124.0,sample,,,41.02323667,-83.69023333,0.1766,2.0481,0.0924,0.0893,0.0105,0.083,2.587,0.02,0.05,0.01,P-19,1.5,14:1 to 36:1,775.6,11124.0,Summer,Crop_Season,Season_3
W02690,2022-09-20,1.896164,0.183,0.02,0.05,0.0145,,,Wetland Pool 19,11124.0,sample,,,41.023215,-83.690065,0.1766,2.0481,0.0924,0.0893,0.0105,0.183,1.8962,0.02,0.05,0.0145,P-19,1.5,14:1 to 36:1,775.6,11124.0,Autumn,Crop_Season,Season_3
W00160,2021-08-27,0.124,0.078,0.02,0.0246,0.01,,,Wetland Pool 19,11124.0,sample,Large open water area no green moss unfiltered ,,41.02319657,-83.69016222,0.1766,2.0481,0.0924,0.0893,0.0105,0.078,0.124,0.02,0.0246,0.01,P-19,1.5,14:1 to 36:1,775.6,11124.0,Summer,Crop_Season,Season_1
W00391,2022-04-15,0.723,0.074,0.02,0.0644,0.01,,,Wetland Pool 19,11124.0,sample,,,41.0231,-83.69028833,0.1766,2.0481,0.0924,0.0893,0.0105,0.074,0.723,0.02,0.0644,0.01,P-19,1.5,14:1 to 36:1,775.6,11124.0,Spring,Non_Crop_Season,Season_2
W02806,2022-11-29,4.73,0.38,0.6717,0.05,0.01,,,Wetland Pool 19,11124.0,sample,,,41.023135,-83.6901,0.1766,2.0481,0.0924,0.0893,0.0105,0.38,4.73,0.6717,0.05,0.01,P-19,1.5,14:1 to 36:1,775.6,11124.0,Autumn,Non_Crop_Season,Season_4
W03583,2023-04-18,0.68,0.02,0.02,0.1203,0.01,,,Wetland Pool 19,11124.0,sample,,,41.023275,-83.69018,0.1766,2.0481,0.0924,0.0893,0.0105,0.02,0.68,0.02,0.1203,0.01,P-19,1.5,14:1 to 36:1,775.6,11124.0,Spring,Non_Crop_Season,Season_4
W03667,2023-06-15,1.55,0.1,0.02,0.2136,0.01,,,Wetland Pool 19,11124.0,sample,,Cattail edges low veg middle like pool 18,41.02325333,-83.69018333,0.1766,2.0481,0.0924,0.0893,0.0105,0.1,1.55,0.02,0.2136,0.01,P-19,1.5,14:1 to 36:1,775.6,11124.0,Summer,Crop_Season,Season_5
W00074,2021-07-30,1.004,0.054,0.02,0.166595,0.01,,,Wetland Pool 20,5000.0,replicate ,"Width of pool was not possible, this pool is almost completely filled with foliage that is over 5 ft tall. There’s plenty of standing water around the pool, we are accessing the pool from the south end. Even though there was lots of vegetation, once in the middle of the pool, the water was pretty shallow and easy to walk through ",,41.023611,-83.688056,0.1017,0.2992,0.021,0.0757,0.0666,0.054,1.004,0.02,0.1666,0.01,P-20,0.5,24:1,776.8,5000.0,Summer,Crop_Season,Season_1
W02694,2022-09-21,0.12,0.015,,,,,,Wetland Pool 20,5000.0,blank,,,41.02272667,-83.68365667,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.145,,,,P-20,0.5,24:1,776.8,5000.0,Autumn,Crop_Season,Season_3
W00228,2021-09-27,1.003,1.049,0.02,0.0547,0.9025,,,Wetland Pool 20,5000.0,sample,No open water. Dense tall vegetation,,41.02363578,-83.68799089,0.1017,0.2992,0.021,0.0757,0.0666,1.049,1.003,0.02,0.0547,0.9025,P-20,0.5,24:1,776.8,5000.0,Autumn,Crop_Season,Season_1
W02695,2022-09-21,0.17,0.015,,,,,,Wetland Pool 20,5000.0,blank,,,41.02268833,-83.68364333,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.145,,,,P-20,0.5,24:1,776.8,5000.0,Autumn,Crop_Season,Season_3
W03638,2023-06-07,0.075,0.015,0.02,0.05,0.01,,,Wetland Pool 20,5000.0,blank,,Used bottled water,41.02283833,-83.68371667,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.075,0.02,0.0919,0.01,P-20,0.5,24:1,776.8,5000.0,Summer,Crop_Season,Season_5
W03637,2023-06-07,0.075,0.015,0.02,0.13373109,0.01,,,Wetland Pool 20,5000.0,blank,,Used drinking water,41.02283833,-83.68371667,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.075,0.02,0.0919,0.01,P-20,0.5,24:1,776.8,5000.0,Summer,Crop_Season,Season_5
W00408,2022-04-15,1.665,0.329,0.02,0.0423,0.0234,,,Wetland Pool 20,5000.0,sample,,Totally grown with tall grasses,41.02360333,-83.68796667,0.1017,0.2992,0.021,0.0757,0.0666,0.329,1.665,0.02,0.0423,0.0234,P-20,0.5,24:1,776.8,5000.0,Spring,Non_Crop_Season,Season_2
W02814,2022-12-01,0.075,0.015,0.02,0.05,0.01,,,Wetland Pool 20,5000.0,blank,,,41.02257333,-83.68372667,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.075,0.0278,0.0706,0.01,P-20,0.5,24:1,776.8,5000.0,Winter,Non_Crop_Season,Season_4
W02813,2022-12-01,0.075,0.015,0.0356,0.0913,0.01,,,Wetland Pool 20,5000.0,blank,,,41.02259167,-83.683725,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.075,0.0278,0.0706,0.01,P-20,0.5,24:1,776.8,5000.0,Winter,Non_Crop_Season,Season_4
W02565,2022-07-27,0.075,0.015,0.02,0.0204,0.01,,,Wetland Pool 20,5000.0,blank,,,41.02268333,-83.68380333,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.075,0.02,0.0165,0.01,P-20,0.5,24:1,776.8,5000.0,Summer,Crop_Season,Season_3
W02566,2022-07-27,0.075,0.015,0.02,0.0126,0.01,,,Wetland Pool 20,5000.0,blank,,,41.02268333,-83.68380167,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.075,0.02,0.0165,0.01,P-20,0.5,24:1,776.8,5000.0,Summer,Crop_Season,Season_3
W02796,2022-11-17,0.075,0.015,0.02,0.1019,0.01,,,Wetland Pool 20,5000.0,blank,,,41.02274333,-83.68374833,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.075,0.02,0.1019,0.01,P-20,0.5,24:1,776.8,5000.0,Autumn,Non_Crop_Season,Season_4
W03743,2023-07-25,,,0.02,0.05,0.01,,,Wetland Pool 20,5000.0,blank,,,,,0.1017,0.2992,0.021,0.0757,0.0666,,,0.02,0.05,0.01,P-20,0.5,24:1,776.8,5000.0,Summer,Crop_Season,Season_5
W02758,2022-11-02,0.075,0.015,0.02,0.157,0.01,,,Wetland Pool 20,5000.0,blank,,,41.022875,-83.68417,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.075,0.02,0.1035,0.01,P-20,0.5,24:1,776.8,5000.0,Autumn,Non_Crop_Season,Season_4
W03651,2023-06-14,0.075,0.015,0.02,0.1097,0.01,,,Wetland Pool 20,5000.0,blank,,,41.02275167,-83.68374167,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.075,0.02,0.0906,0.01,P-20,0.5,24:1,776.8,5000.0,Summer,Crop_Season,Season_5
W03652,2023-06-14,0.075,0.015,0.02,0.0714,0.01,,,Wetland Pool 20,5000.0,blank,,,41.02272667,-83.68375,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.075,0.02,0.0906,0.01,P-20,0.5,24:1,776.8,5000.0,Summer,Crop_Season,Season_5
W03742,2023-07-25,,,0.02,0.05,0.01,,,Wetland Pool 20,5000.0,blank,,,,,0.1017,0.2992,0.021,0.0757,0.0666,,,0.02,0.05,0.01,P-20,0.5,24:1,776.8,5000.0,Summer,Crop_Season,Season_5
W02759,2022-11-02,0.075,0.015,0.02,0.05,0.01,,,Wetland Pool 20,5000.0,blank,,,41.02279333,-83.68384667,0.1017,0.2992,0.021,0.0757,0.0666,0.015,0.075,0.02,0.1035,0.01,P-20,0.5,24:1,776.8,5000.0,Autumn,Non_Crop_Season,Season_4
W02606,2022-08-11,1.837988,0.071,0.02,0.05,0.01,,,Wetland Pool 21,14085.0,sample,,,41.02381833,-83.68672167,0.1114,1.4664,0.02,0.0593,0.0203,0.071,1.838,0.02,0.05,0.01,P-21,1.5,15:1 to 29:1,775.9,14085.0,Summer,Crop_Season,Season_3
W02698,2022-09-21,1.5,0.126,0.02,0.05,0.01,,,Wetland Pool 21,14085.0,sample,,,41.02381333,-83.68672167,0.1114,1.4664,0.02,0.0593,0.0203,0.126,1.5,0.02,0.05,0.01,P-21,1.5,15:1 to 29:1,775.9,14085.0,Autumn,Crop_Season,Season_3
W02524,2022-07-14,2.385,0.089,0.02,0.0582,0.01,,,Wetland Pool 21,14085.0,sample,,,41.02382167,-83.68673333,0.1114,1.4664,0.02,0.0593,0.0203,0.089,2.385,0.02,0.0582,0.01,P-21,1.5,15:1 to 29:1,775.9,14085.0,Summer,Crop_Season,Season_3
W00407,2022-04-15,0.734,0.055,0.02,0.0445,0.01,,,Wetland Pool 21,14085.0,sample,,,41.02401833,-83.686875,0.1114,1.4664,0.02,0.0593,0.0203,0.055,0.734,0.02,0.0445,0.01,P-21,1.5,15:1 to 29:1,775.9,14085.0,Spring,Non_Crop_Season,Season_2
W00226,2021-09-27,0.875,0.216,0.02,0.0938,0.0614,,,Wetland Pool 21,14085.0,sample,,,41.02370744,-83.68666368,0.1114,1.4664,0.02,0.0593,0.0203,0.216,0.875,0.02,0.0938,0.0614,P-21,1.5,15:1 to 29:1,775.9,14085.0,Autumn,Crop_Season,Season_1
W00044,2021-05-27,0.724,0.036,0.058,0.05,0.01,1.142,0.027,Wetland Pool 22,15000.0,sample,"Pool was full with water, no vegetation directly around or in pool, it had not yet been planted with seed.",,41.0239,-83.6873,0.1783,1.7067,0.0305,0.1465,0.0343,0.036,0.724,0.058,0.05,0.01,P-22,1.5,10:1,775.7,15000.0,Spring,Crop_Season,Season_1
W02526,2022-07-14,5.18,0.456,0.045,0.0539,0.01,,,Wetland Pool 22,15000.0,sample,,,41.024835,-83.68768,0.1783,1.7067,0.0305,0.1465,0.0343,0.456,5.18,0.045,0.0539,0.01,P-22,1.5,10:1,775.7,15000.0,Summer,Crop_Season,Season_3
W00405,2022-04-15,0.731,0.054,0.02,0.0433,0.01,,,Wetland Pool 22,15000.0,sample,,,41.02496833,-83.68720333,0.1783,1.7067,0.0305,0.1465,0.0343,0.054,0.731,0.02,0.0433,0.01,P-22,1.5,10:1,775.7,15000.0,Spring,Non_Crop_Season,Season_2
W00229,2021-09-27,0.704,0.232,0.02,0.0741,0.1558,,,Wetland Pool 22,15000.0,sample,,,41.02485417,-83.6876572,0.1783,1.7067,0.0305,0.1465,0.0343,0.232,0.704,0.02,0.0741,0.1558,P-22,1.5,10:1,775.7,15000.0,Autumn,Crop_Season,Season_1
W00080,2021-07-30,0.941,0.042,0.02,0.158405,0.01,,,Wetland Pool 22,15000.0,replicate ,"Much vegetation In this area, very muddy. ",,41.024722,-83.687222,0.1783,1.7067,0.0305,0.1465,0.0343,0.042,0.941,0.02,0.1584,0.01,P-22,1.5,10:1,775.7,15000.0,Summer,Crop_Season,Season_1
W03656,2023-06-14,1.96,0.25,0.02,0.4992,0.01,,,Wetland Pool 22,15000.0,sample,,Moderate dense vegetation soft bottom,41.02490333,-83.68770167,0.1783,1.7067,0.0305,0.1465,0.0343,0.25,1.96,0.02,0.4992,0.01,P-22,1.5,10:1,775.7,15000.0,Summer,Crop_Season,Season_5
W00225,2021-09-27,0.744,0.292,0.02,0.0592,0.2369,,,Wetland Pool 24,10000.0,sample,,,41.02405651,-83.68568947,0.227,2.4685,0.02,0.0586,0.124,0.292,0.744,0.02,0.0592,0.2369,P-24,1.0,18:1 to 78:1,778.3,10000.0,Autumn,Crop_Season,Season_1
W02523,2022-07-14,4.193,0.162,0.02,0.0579,0.0112,,,Wetland Pool 24,10000.0,sample,,,41.02399667,-83.68573833,0.227,2.4685,0.02,0.0586,0.124,0.162,4.193,0.02,0.0579,0.0112,P-24,1.0,18:1 to 78:1,778.3,10000.0,Summer,Crop_Season,Season_3
W03584,2023-04-18,0.68,0.06,0.02,0.1227,0.01,,,Wetland Pool 25,15000.0,sample,,,41.02416,-83.68450667,0.1819,1.4995,0.037,0.0672,0.0302,0.06,0.68,0.02,0.1227,0.01,P-25,1.5,16:1 to 19:1,775.8,15000.0,Spring,Non_Crop_Season,Season_4
W00043,2021-05-27,3.365,0.598,0.138,0.05,0.133,2.233,0.249,Wetland Pool 25,15000.0,sample,"Pool was full with water, no flow, cloudiest water of the pools we had sampled so far, was shallow near the south west end and had many frogs and tadpoles, had been sprayed with seed",,41.0239,-83.68451,0.1819,1.4995,0.037,0.0672,0.0302,0.598,3.365,0.138,0.05,0.133,P-25,1.5,16:1 to 19:1,775.8,15000.0,Spring,Crop_Season,Season_1
W02522,2022-07-14,2.143,0.127,0.0207,0.05,0.0108,,,Wetland Pool 25,15000.0,sample,,,41.02286167,-83.683685,0.1819,1.4995,0.037,0.0672,0.0302,0.127,2.143,0.0207,0.05,0.0108,P-25,1.5,16:1 to 19:1,775.8,15000.0,Summer,Crop_Season,Season_3
W02605,2022-08-11,2.040609,0.264,0.02,0.05,0.01,,,Wetland Pool 25,15000.0,sample,,,41.02397167,-83.684735,0.1819,1.4995,0.037,0.0672,0.0302,0.264,2.0406,0.02,0.05,0.01,P-25,1.5,16:1 to 19:1,775.8,15000.0,Summer,Crop_Season,Season_3
W00224,2021-09-27,0.794,0.077,0.02,0.0721,0.0269,,,Wetland Pool 25,15000.0,sample,,,41.02390098,-83.68448909,0.1819,1.4995,0.037,0.0672,0.0302,0.077,0.794,0.02,0.0721,0.0269,P-25,1.5,16:1 to 19:1,775.8,15000.0,Autumn,Crop_Season,Season_1
W00397,2022-04-15,0.704,0.067,0.02,0.0758,0.0105,,,Wetland Pool 25,15000.0,sample,,Merged with pool to NE,41.02385833,-83.68438667,0.1819,1.4995,0.037,0.0672,0.0302,0.067,0.704,0.02,0.0758,0.0105,P-25,1.5,16:1 to 19:1,775.8,15000.0,Spring,Non_Crop_Season,Season_2
W02696,2022-09-21,0.77,0.08,0.02,0.05,0.01,,,Wetland Pool 25,15000.0,sample,,,41.02385,-83.684525,0.1819,1.4995,0.037,0.0672,0.0302,0.08,0.77,0.02,0.05,0.01,P-25,1.5,16:1 to 19:1,775.8,15000.0,Autumn,Crop_Season,Season_3
W02604,2022-08-11,1.168732,0.072,0.02,0.05,0.01,,,Wetland Pool 26,22424.0,sample,,,41.024405,-83.68502,0.1086,1.5949,0.02,0.0577,0.0102,0.072,1.1687,0.02,0.05,0.01,P-26,2.0,10:1,775.2,22424.0,Summer,Crop_Season,Season_3
W02540,2022-07-14,3.654,0.221,0.02,0.05,0.01,,,Wetland Pool 26,22424.0,sample,,,41.02492167,-83.68488333,0.1086,1.5949,0.02,0.0577,0.0102,0.221,3.654,0.02,0.05,0.01,P-26,2.0,10:1,775.2,22424.0,Summer,Crop_Season,Season_3
W02823,2022-12-01,1.54,0.13,0.02,0.05,0.01,,,Wetland Pool 26,22424.0,sample,,Ice,41.02471333,-83.6849,0.1086,1.5949,0.02,0.0577,0.0102,0.12,1.505,0.02,0.05,0.01,P-26,2.0,10:1,775.2,22424.0,Winter,Non_Crop_Season,Season_4
W02825,2022-12-01,1.47,0.11,,,,,,Wetland Pool 26,22424.0,sample,,Ice,41.02429167,-83.68503333,0.1086,1.5949,0.02,0.0577,0.0102,0.12,1.505,0.02,0.05,0.01,P-26,2.0,10:1,775.2,22424.0,Winter,Non_Crop_Season,Season_4
W02760,2022-11-02,1.984818,0.166,0.02,0.05,0.01,,,Wetland Pool 26,22424.0,sample,,,41.02436167,-83.68474167,0.1086,1.5949,0.02,0.0577,0.0102,0.148,1.8583,0.02,0.05,0.01,P-26,2.0,10:1,775.2,22424.0,Autumn,Non_Crop_Season,Season_4
W03585,2023-04-18,0.72,0.06,0.02,0.1173,0.01,,,Wetland Pool 26,22424.0,sample,,,41.02457333,-83.68475833,0.1086,1.5949,0.02,0.0577,0.0102,0.06,0.72,0.02,0.1173,0.01,P-26,2.0,10:1,775.2,22424.0,Spring,Non_Crop_Season,Season_4
W02708,2022-09-21,1.08,0.037,0.02,0.05,0.01,,,Wetland Pool 26,22424.0,sample,,,41.02465333,-83.68499167,0.1086,1.5949,0.02,0.0577,0.0102,0.037,1.08,0.02,0.05,0.01,P-26,2.0,10:1,775.2,22424.0,Autumn,Crop_Season,Season_3
W00245,2021-09-27,1.005,0.051,0.02,0.0462,0.0116,,,Wetland Pool 26,22424.0,sample,,,41.02462547,-83.68476385,0.1086,1.5949,0.02,0.0577,0.0102,0.051,1.005,0.02,0.0462,0.0116,P-26,2.0,10:1,775.2,22424.0,Autumn,Crop_Season,Season_1
W03740,2023-07-25,,,0.02,0.0559,0.0105,,,Wetland Pool 26,22424.0,sample,,,41.02462167,-83.68506667,0.1086,1.5949,0.02,0.0577,0.0102,,,0.02,0.0559,0.0105,P-26,2.0,10:1,775.2,22424.0,Summer,Crop_Season,Season_5
W02770,2022-11-02,1.731821,0.13,0.02,0.05,0.01,,,Wetland Pool 26,22424.0,sample,,,41.02425333,-83.68497167,0.1086,1.5949,0.02,0.0577,0.0102,0.148,1.8583,0.02,0.05,0.01,P-26,2.0,10:1,775.2,22424.0,Autumn,Non_Crop_Season,Season_4
W02539,2022-07-14,6.764,0.26,0.02,0.0648,0.01,,,Wetland Pool 27,5000.0,sample,,,41.02495667,-83.68449667,0.2353,4.1217,0.0346,0.0591,0.0316,0.26,6.764,0.02,0.0648,0.01,P-27,0.5,31:1 to 280:1,776.6,5000.0,Summer,Crop_Season,Season_3
W00244,2021-09-27,0.633,0.12,0.02,0.0626,0.0747,,,Wetland Pool 27,5000.0,sample,,,41.02508862,-83.68454802,0.2353,4.1217,0.0346,0.0591,0.0316,0.12,0.633,0.02,0.0626,0.0747,P-27,0.5,31:1 to 280:1,776.6,5000.0,Autumn,Crop_Season,Season_1
W02619,2022-08-11,4.967966,0.326,0.0639,0.05,0.01,,,Wetland Pool 27,5000.0,sample,,,41.02504167,-83.684545,0.2353,4.1217,0.0346,0.0591,0.0316,0.326,4.968,0.0639,0.05,0.01,P-27,0.5,31:1 to 280:1,776.6,5000.0,Summer,Crop_Season,Season_3
W00234,2021-09-27,0.924,0.412,0.02,0.0928,0.2963,,,Wetland Pool 28,10000.0,sample,,,41.02573302,-83.68745159,0.3657,4.2142,0.02,0.0644,0.1054,0.412,0.924,0.02,0.0928,0.2963,P-28,1.0,10:1,776.1,10000.0,Autumn,Crop_Season,Season_1
W02608,2022-08-11,6.665597,0.486,0.02,0.05,0.01,,,Wetland Pool 28,10000.0,sample,,,41.02573333,-83.68744667,0.3657,4.2142,0.02,0.0644,0.1054,0.486,6.6656,0.02,0.05,0.01,P-28,1.0,10:1,776.1,10000.0,Summer,Crop_Season,Season_3
W02528,2022-07-14,5.053,0.199,0.02,0.0505,0.01,,,Wetland Pool 28,10000.0,sample,,,41.02586833,-83.68718667,0.3657,4.2142,0.02,0.0644,0.1054,0.199,5.053,0.02,0.0505,0.01,P-28,1.0,10:1,776.1,10000.0,Summer,Crop_Season,Season_3
W02817,2022-12-01,5.93,0.55,0.2526,0.05,0.01,,,Wetland Pool 29,30000.0,sample,,,41.02552167,-83.68679667,0.6738,5.9419,0.0588,0.0558,0.0251,0.55,5.93,0.2526,0.05,0.01,P-29,1.5,10:1,775.7,30000.0,Winter,Non_Crop_Season,Season_4
W02764,2022-11-02,11.10326,1.235,0.02,0.05,0.01,,,Wetland Pool 29,30000.0,sample,,,41.02550333,-83.68681333,0.6738,5.9419,0.0588,0.0558,0.0251,1.235,11.1033,0.02,0.05,0.01,P-29,1.5,10:1,775.7,30000.0,Autumn,Non_Crop_Season,Season_4
W02527,2022-07-14,3.719,0.246,0.02,0.07,0.0242,,,Wetland Pool 29,30000.0,sample,,,41.02547,-83.686815,0.6738,5.9419,0.0588,0.0558,0.0251,0.246,3.719,0.02,0.07,0.0242,P-29,1.5,10:1,775.7,30000.0,Summer,Crop_Season,Season_3
W02700,2022-09-21,10.88,1.555,0.02,0.05,0.0115,,,Wetland Pool 29,30000.0,sample,,,41.02555833,-83.68697833,0.6738,5.9419,0.0588,0.0558,0.0251,1.555,10.88,0.02,0.05,0.0115,P-29,1.5,10:1,775.7,30000.0,Autumn,Crop_Season,Season_3
W02609,2022-08-11,3.123219,0.248,0.02,0.05,0.01,,,Wetland Pool 29,30000.0,sample,,,41.02559667,-83.68696833,0.6738,5.9419,0.0588,0.0558,0.0251,0.248,3.1232,0.02,0.05,0.01,P-29,1.5,10:1,775.7,30000.0,Summer,Crop_Season,Season_3
W00233,2021-09-27,0.896,0.209,0.02,0.0648,0.0849,,,Wetland Pool 29,30000.0,sample,,,41.02547506,-83.68677568,0.6738,5.9419,0.0588,0.0558,0.0251,0.209,0.896,0.02,0.0648,0.0849,P-29,1.5,10:1,775.7,30000.0,Autumn,Crop_Season,Season_1
W00404,2022-04-15,0.822,0.078,0.02,0.0545,0.01,,,Wetland Pool 30,20000.0,sample,,Merged with other pools,41.02580667,-83.686035,0.1769,2.2389,0.0908,0.1417,0.021,0.078,0.822,0.02,0.0545,0.01,P-30,2.0,14:1 to 28:1,775.1,20000.0,Spring,Non_Crop_Season,Season_2
W03593,2023-04-18,0.54,0.06,0.02,0.1119,0.01,,,Wetland Pool 30,20000.0,sample,,,41.02596167,-83.686375,0.1769,2.2389,0.0908,0.1417,0.021,0.06,0.54,0.02,0.1119,0.01,P-30,2.0,14:1 to 28:1,775.1,20000.0,Spring,Non_Crop_Season,Season_4
W02529,2022-07-14,2.733,0.116,0.0221,0.0836,0.01,,,Wetland Pool 30,20000.0,sample,,,41.02577,-83.686365,0.1769,2.2389,0.0908,0.1417,0.021,0.116,2.733,0.0221,0.0836,0.01,P-30,2.0,14:1 to 28:1,775.1,20000.0,Summer,Crop_Season,Season_3
W02958,2023-02-23,1.69,0.4,0.02,0.8054,0.1181,,,Wetland Pool 30,20000.0,sample,,,41.02597667,-83.686335,0.1769,2.2389,0.0908,0.1417,0.021,0.4,1.69,0.02,0.8054,0.1181,P-30,2.0,14:1 to 28:1,775.1,20000.0,Winter,Non_Crop_Season,Season_4
W03655,2023-06-14,0.89,0.03,0.02,0.1102,0.01,,,Wetland Pool 30,20000.0,sample,,No flow. Moderate dense vegetation mostly underwater ,41.02598667,-83.686355,0.1769,2.2389,0.0908,0.1417,0.021,0.03,0.89,0.02,0.1102,0.01,P-30,2.0,14:1 to 28:1,775.1,20000.0,Summer,Crop_Season,Season_5
W02818,2022-12-01,3.38,0.09,0.8675,0.2118,0.01,,,Wetland Pool 30,20000.0,sample,,Ice,41.02574667,-83.68627667,0.1769,2.2389,0.0908,0.1417,0.021,0.09,3.38,0.8675,0.2118,0.01,P-30,2.0,14:1 to 28:1,775.1,20000.0,Winter,Non_Crop_Season,Season_4
W00232,2021-09-27,1.042,0.116,0.02,0.0558,0.01,,,Wetland Pool 30,20000.0,sample,,,41.02551421,-83.6863052,0.1769,2.2389,0.0908,0.1417,0.021,0.116,1.042,0.02,0.0558,0.01,P-30,2.0,14:1 to 28:1,775.1,20000.0,Autumn,Crop_Season,Season_1
W02702,2022-09-21,1.15,0.03,0.02,0.05,0.01,,,Wetland Pool 30,20000.0,sample,,,41.025615,-83.686075,0.1769,2.2389,0.0908,0.1417,0.021,0.03,1.15,0.02,0.05,0.01,P-30,2.0,14:1 to 28:1,775.1,20000.0,Autumn,Crop_Season,Season_3
W03738,2023-07-25,,,0.02,0.0677,0.01,,,Wetland Pool 30,20000.0,sample,,,41.02568333,-83.686055,0.1769,2.2389,0.0908,0.1417,0.021,,,0.02,0.0677,0.01,P-30,2.0,14:1 to 28:1,775.1,20000.0,Summer,Crop_Season,Season_5
W02765,2022-11-02,8.23239,0.851,0.02,0.05,0.0345,,,Wetland Pool 30,20000.0,sample,,,41.02582833,-83.68627833,0.1769,2.2389,0.0908,0.1417,0.021,0.496,5.442,0.02,0.05,0.0223,P-30,2.0,14:1 to 28:1,775.1,20000.0,Autumn,Non_Crop_Season,Season_4
W02766,2022-11-02,2.651609,0.141,0.02,0.05,0.01,,,Wetland Pool 30,20000.0,sample,,,41.02569667,-83.68627167,0.1769,2.2389,0.0908,0.1417,0.021,0.496,5.442,0.02,0.05,0.0223,P-30,2.0,14:1 to 28:1,775.1,20000.0,Autumn,Non_Crop_Season,Season_4
W02611,2022-08-11,1.496521,0.034,0.02,0.05,0.01,,,Wetland Pool 30,20000.0,sample,,,41.02563167,-83.68608,0.1769,2.2389,0.0908,0.1417,0.021,0.034,1.4965,0.02,0.05,0.01,P-30,2.0,14:1 to 28:1,775.1,20000.0,Summer,Crop_Season,Season_3
W02612,2022-08-11,6.311407,0.464,0.1732,0.05,0.01,,,Wetland Pool 31,10000.0,sample,,,41.02581333,-83.68508833,0.2443,2.6818,0.048,0.0924,0.0263,0.464,6.3114,0.1732,0.05,0.01,P-31,1.0,10:1,776.1,10000.0,Summer,Crop_Season,Season_3
W03592,2023-04-18,0.84,0.03,0.0601,0.1015,0.01,,,Wetland Pool 31,10000.0,sample,,,41.02588333,-83.68523167,0.2443,2.6818,0.048,0.0924,0.0263,0.03,0.84,0.0601,0.1015,0.01,P-31,1.0,10:1,776.1,10000.0,Spring,Non_Crop_Season,Season_4
W02957,2023-02-23,1.05,0.2,0.02,0.1544,0.0471,,,Wetland Pool 31,10000.0,sample,,,41.02593667,-83.68528833,0.2443,2.6818,0.048,0.0924,0.0263,0.205,1.13,0.0212,0.1377,0.0427,P-31,1.0,10:1,776.1,10000.0,Winter,Non_Crop_Season,Season_4
W02956,2023-02-23,1.21,0.21,0.0225,0.121,0.0383,,,Wetland Pool 31,10000.0,sample,,,41.02593833,-83.68519,0.2443,2.6818,0.048,0.0924,0.0263,0.205,1.13,0.0212,0.1377,0.0427,P-31,1.0,10:1,776.1,10000.0,Winter,Non_Crop_Season,Season_4
W02531,2022-07-14,6.763,0.485,0.02,0.0921,0.0104,,,Wetland Pool 31,10000.0,sample,,,41.02568,-83.68505833,0.2443,2.6818,0.048,0.0924,0.0263,0.485,6.763,0.02,0.0921,0.0104,P-31,1.0,10:1,776.1,10000.0,Summer,Crop_Season,Season_3
